transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
gloucester-quays-train-bus,gloucester-quays,train,Train & Bus via Gloucester,20 minutes' walk from Gloucester Station; bus station is a few minutes from the station,Check official timetable,"Official getting-here page says Gloucester Station is a 20 minute walk and Gloucester Bus Station is a few minutes from the train station, with regular routes stopping directly outside Gloucester Quays.",active,2
gloucester-quays-bus,gloucester-quays,bus,Local Bus,≈5-15 min from Gloucester Bus Station / city centre (estimated),≈£2-3 single (estimated),"Official getting-here page lists regular bus routes stopping directly outside Gloucester Quays; use Stagecoach journey planner for current routes, times and fares.",active,3
gloucester-quays-cycle-walk,gloucester-quays,walking,Cycling / Walking,10 minutes' walk from Gloucester city centre,Free,Official getting-here page says Gloucester Quays is a convenient 10 minute walk from Gloucester city centre and cycle parking is next to the car park entrance.,active,4
gloucester-quays-airport,gloucester-quays,airport,Bristol or Birmingham airports via rail/road,≈60-80 min by car from Bristol or Birmingham airports (estimated),"Confirm airport rail, coach, taxi or rental-car fare","Use official airport ground transport to Bristol/Birmingham rail stations, then National Rail to Gloucester with local walk/bus; no dedicated airport shuttle is published.",active,5
clarks-village-car-parking,clarks-village,car,Car / Parking,≈45-70 min from Bristol or Bath by car (estimated),Official council car park: £1.20 for 1 hour; £3.50 for 5 hours; £5.80 all day,"Official Clarks Village pages list car access, parking information, car park charges, accessible parking and the centre address at Farm Road, Street BA16 0BB; Somerset Council publishes the nearby Mendip Clarks Village car park charges.",active,1
clarks-village-bus,clarks-village,bus,Bus,≈1h 20-1h 35 from Bristol by First Bus 376; ≈30-45 min from Wells (estimated),≈£3-8 single/day ticket (estimated),"Official getting-here page links to First Bus times for current services to Clarks Village; First Bus route 376 serves Street via Bristol, Wells and Glastonbury, so check the operator before travel.",active,2
clarks-village-train,clarks-village,train,Train / Public Transport,≈35-50 min onward from Castle Cary by bus/taxi (estimated),Rail fare varies; onward bus/taxi ≈£3-25 (estimated),"Official getting-here page links to National Rail train updates; Castle Cary is the nearest practical rail gateway, with onward bus/taxi connections to Street that should be checked before travelling.",active,3
clarks-village-airport,clarks-village,airport,Bristol Airport by road or bus connection,≈45-65 min by car from Bristol Airport (estimated),"Confirm airport bus, taxi or transfer fare",Use official Bristol Airport ground transport to Bristol or onward regional bus/taxi connections toward Street; no dedicated airport shuttle is published.,active,4
dalton-park-car-parking,dalton-park,car,Car / Parking,5 minutes from Seaham; 20 minutes from Sunderland and Durham; 30 minutes from Newcastle and Middlesbrough,Free parking; EV charging 25p per kWh,"Official pages list A19 access via the B1285 for Murton, SR7 9HU sat nav, 1,500 free car spaces, disabled bays, 7 coach bays and 6 Pod Point EV chargers.",active,1
dalton-park-bus,dalton-park,bus,Bus,"≈25-55 min from Sunderland, Durham, Peterlee or Stockton (estimated)",≈£2-4 single (estimated),"Official getting-here page lists Go North East routes X6, X10, X1A, 61, 65 and term-time 861 plus Arriva route 22 serving Dalton Park; use Go North East or Arriva journey planners for live times and fares.",active,2
dalton-park-train,dalton-park,train,Train via Seaham or Durham,5 minutes by car from Seaham Station; 20 minutes by car from Durham Station,Rail fare varies; onward taxi ≈£8-15 from Seaham or ≈£25-40 from Durham (estimated),"Official getting-here page says Seaham is the nearest station, served by Northern Rail and Grand Central, and Durham Rail Station is approximately 20 minutes away by car.",active,3
dalton-park-coach,dalton-park,bus,Coach / Group Trips,Confirm with provider,Free coach parking,"Official coach page lists 7 free coach bays, a dedicated drop-off and pick-up point next to Cineworld, pre-arrival form requests 48 hours before arrival and benefits for groups of 20 or more.",active,4
dalton-park-bike,dalton-park,walking,Bike,≈15-25 min cycle from Seaham; longer routes vary (estimated),Free,"Official getting-here page lists the active travel bridge, controlled crossings over A19 slip roads and B1285, National Cycle Network 1 access, e-bike chargers and a bike shelter near KFC opposite Cineworld.",active,5
dalton-park-airport-access,dalton-park,airport,Airport Access,25 miles from Newcastle International Airport; 29 miles from Teesside International Airport; ≈35-55 min by car (estimated),Taxi/transfer ≈£55-90 (estimated),Official getting-here page lists Newcastle International Airport 25 miles north and Teesside International Airport 29 miles south; confirm onward road or taxi costs with your provider.,active,6
fleetwood-outlet-car-parking,fleetwood-outlet,car,Car / Parking,"Exit M55 at Junction 3, then take the A585 to Fleetwood",Free parking,"Official Affinity Lancashire directions list Anchorage Road, Fleetwood FY7 6AE, M55 Junction 3 then A585 access, over 700 free car parking spaces and 10 free coach parking spaces on site.",active,1
fleetwood-outlet-train-bus,fleetwood-outlet,train,"Train via Poulton-le-Fylde, then bus",Poulton-le-Fylde station is 7 miles from the outlet,Check official rail and bus fares,"Official Affinity Lancashire directions say Poulton-le-Fylde is the nearest station, 7 miles from the outlet, with onward buses 14, 74 or 75 to the centre.",active,2
fleetwood-outlet-tram,fleetwood-outlet,train,Blackpool Tramway,Fisherman's Walk tram stop is a short 5-minute walk away,Check official tram fare,"Official Affinity Lancashire directions list the Blackpool to Fleetwood tramway, with Fisherman's Walk tram stop a short five-minute walk from the outlet.",active,3
fleetwood-outlet-bus,fleetwood-outlet,bus,Bus,Services stop at the front door or nearby stops,Check official bus fare,"Official Affinity Lancashire directions list Blackpool Transport bus 1 from Blackpool to Fleetwood stopping at the front door, Archway Travel 74 at the centre entrance, and nearby services 75, 14 and 24.",active,4
livingston-designer-outlet-car-parking,livingston-designer-outlet,car,Car / Parking,Follow signs for Designer Outlet Centre or Designer Outlet 2,Pay and display or pay on foot; free from 6pm to 8am,"Official Livingston Designer Outlet directions list EH54 6QX, car parks that are pay and display or pay on foot, and free parking from 6pm to 8am with charges outside those times.",active,1
livingston-designer-outlet-bus,livingston-designer-outlet,bus,Bus,Bus terminal located in front of the outlet,Check official Traveline Scotland fare,Official Livingston Designer Outlet directions state that a bus terminal is located in front of the outlet and direct travellers to Traveline Scotland for regular services from Glasgow and Edinburgh.,active,2
livingston-designer-outlet-train-taxi,livingston-designer-outlet,train,Train via Livingston North or Livingston South,Short taxi ride from Livingston South Station,Check official ScotRail fare; confirm taxi fare locally,"Official Livingston Designer Outlet directions say ScotRail runs regular trains from Edinburgh to Livingston North and from Glasgow to Livingston South, and the outlet is a short taxi distance from Livingston South Station.",active,3
livingston-designer-outlet-airport,livingston-designer-outlet,airport,Edinburgh / Glasgow Airport Access,Approximately 30 minutes from Edinburgh Airport; approximately 60 minutes from Glasgow Airport,"Confirm airport bus, rail, taxi or transfer fare","Official Livingston Designer Outlet directions list both Edinburgh and Glasgow airports for air access, with Edinburgh Airport approximately 30 minutes away and Glasgow Airport approximately 60 minutes away.",active,4
junction-32-car-parking,junction-32-outlet,car,Car / Parking,2 minutes from M62 Junction 32,Free parking,"Official Frasers Plus Designer Outlet Leeds guest information lists access from M62 Junction 32/A639, postcode WF10 4FR, 1,400 free spaces, accessible spaces, 10 coach bays and EV charging.",active,1
junction-32-train,junction-32-outlet,train,Train,5 minutes' walk from Glasshoughton Station; Castleford is 5-10 minutes away by bus/taxi,Rail fare varies; onward bus/taxi ≈£2-10 (estimated),"Official guest information lists Glasshoughton Station a five-minute walk away on the Pontefract Line, with Castleford Station as an alternative for bus or taxi onward travel.",active,2
junction-32-bus,junction-32-outlet,bus,Bus,"≈20-45 min from Castleford, Pontefract, Wakefield or Leeds by bus (estimated)",≈£2-5 single (estimated),"Official guest information lists buses from Castleford, Pontefract, Wakefield and Leeds, with a stop directly outside Frasers Plus Designer Outlet Leeds; check West Yorkshire Metro or Arriva for current times.",active,3
junction-32-airport,junction-32-outlet,airport,Leeds Bradford Airport via road or Leeds rail/bus,≈35-55 min by car from Leeds Bradford Airport (estimated),"Confirm airport bus, rail, taxi or transfer fare","Use official Leeds Bradford Airport ground transport to Leeds for rail/bus toward Glasshoughton/Castleford, or arrange a road transfer; no dedicated airport shuttle is published.",active,4
caledonia-park-car-parking,caledonia-park,car,Car / Parking,1 minute from M6/M74/A75 Gretna exit,Free parking; 5 hour maximum stay,"Official Caledonia Park getting-here page lists DG16 5GG, brown-sign access from the M6/M74/A75 Gretna exit, free parking by the shops, disabled and parent/child spaces, 24/7 Tesla chargers and motorhome/campervan parking in North and South car parks.",active,1
caledonia-park-train,caledonia-park,train,Train,Short walk from Gretna Green station,Check official timetable,Official Caledonia Park getting-here page says Gretna Green station is a short walk away and is served by trains from Carlisle and Dumfries directions; check National Rail/ScotRail for live times and fares.,active,2
caledonia-park-bus-coach,caledonia-park,bus,Bus / Coach,On-site bus stops; Stagecoach stops on Glasgow Road,≈£2-8 single/local fare (estimated); coach fares vary,"Official Caledonia Park getting-here page lists on-site bus stops for most buses serving Carlisle, Dumfries and the surrounding area, notes Stagecoach uses Glasgow Road, and provides dedicated coach access/parking information.",active,3
caledonia-park-airport,caledonia-park,airport,Newcastle or Glasgow airports by car/rail connection,≈80-110 min by car from Newcastle or Glasgow airports (estimated),"Confirm airport rail, taxi or rental-car fare","Use official airport ground transport to Carlisle, Glasgow or Newcastle rail/bus connections, then continue to Gretna Green; no dedicated airport shuttle is published.",active,4
gunwharf-quays-car-parking,gunwharf-quays,car,Car / Parking,≈5-10 min from M275 Junction 1 after reaching Portsmouth (estimated),Official tariff: £3.50-£3.70 up to 2 hours; £9.40-£9.70 up to 7 hours; £28 up to 24 hours; premium parking £14 for up to 6 hours,"Official getting-here and parking pages list car access to PO1 3TZ and a 24-hour, seven-day car park with car park tariff, accessible parking, EV charging, QwikPark, premium parking, weekend travel advice and alternative parking information.",active,1
gunwharf-quays-train,gunwharf-quays,train,Train,Portsmouth Harbour station is next door; ≈1h 35-2h 10 from London by train (estimated),≈£15-45 rail fare (estimated),Official getting-here page lists public transport and links to National Rail train times for travel to Gunwharf Quays; use Portsmouth Harbour for the shortest walk.,active,2
gunwharf-quays-bus,gunwharf-quays,bus,Bus,≈5-20 min from central Portsmouth stops (estimated),≈£2-3 single (estimated),Official getting-here page lists public transport and links to Portsmouth bus time checks for services to Gunwharf Quays; The Hard Interchange is the closest major stop.,active,3
gunwharf-quays-park-ride,gunwharf-quays,bus,Portsmouth Park & Ride,≈11-15 min bus to The Hard / Gunwharf Quays (estimated),Official Park & Ride day ticket £5 for up to five people,Official getting-here page lists Park & Ride and links to Portsmouth Park & Ride information; Portsmouth Park & Ride publishes day-ticket pricing and serves The Hard for Gunwharf Quays.,active,4
gunwharf-quays-ferry,gunwharf-quays,ferry,Ferry,≈5 min Gosport Ferry crossing; sailings generally every 15 min (check official timetable),Official Gosport Ferry adult 10-trip £22.40; combined daily return bus & ferry £6.10,Official Gunwharf Quays pages describe ferry access; Gosport Ferry publishes current running times and ticket prices for the short crossing to Portsmouth Harbour.,active,5
gunwharf-quays-bike,gunwharf-quays,walking,Bike,≈10-20 min cycle from central Portsmouth areas (estimated),Free,Official getting-here page lists bike access to Gunwharf Quays; confirm current cycle routes and cycle parking details before travelling.,active,6
gunwharf-quays-airport,gunwharf-quays,airport,Southampton or Gatwick airports via rail/road,≈30-45 min by car from Southampton Airport; rail via Portsmouth Harbour check official timetable,Check official rail fare or airport taxi/transfer fare,"Use official Southampton or Gatwick airport rail links to Portsmouth Harbour or Portsmouth & Southsea, then walk or use local transport; no dedicated airport shuttle is published.",active,7
the-galleria-outlet-car-parking,the-galleria-outlet,car,Car / Parking,≈5-15 min from central Hatfield; ≈25-45 min from central London by car (estimated),Check official parking tariffs,Official The Galleria information lists sat nav AL10 9TF and car park entrances on both roundabouts; use the official parking page for current tariffs before travelling.,active,1
the-galleria-outlet-train-bus,the-galleria-outlet,train,"Train via Hatfield, then bus/taxi","≈25-35 min train from London King's Cross to Hatfield, plus ≈10-20 min onward bus (estimated)",Check official timetable,Official travel information lists rail access via Hatfield; use National Rail for the train and Uno or local operators for the onward bus to The Galleria.,active,2
the-galleria-outlet-bus,the-galleria-outlet,bus,Local Bus,≈10-25 min from Hatfield Station / town centre (estimated),≈£2-4 single (estimated),Official and Uno operator information list buses stopping at The Galleria; check the operator timetable for current services and fares.,active,3
galleria-airport,the-galleria-outlet,airport,Luton / Stansted / Heathrow airport access,≈30-45 min by car from Luton Airport; longer from Stansted or Heathrow (estimated),"Confirm airport bus, rail, taxi or transfer fare",Use official airport ground transport to Hatfield rail/bus connections or a road transfer; no dedicated airport shuttle is published.,active,4
springfields-outlet-car-parking,springfields-outlet,car,Car / Parking,≈5-10 min from Spalding town centre; access via A16/Camel Gate (estimated),Confirm with provider,"Official map-directions page lists PE12 6EU, Camel Gate access from the A16 and three on-site car parks; check the official parking page for current charges.",active,1
springfields-outlet-bus,springfields-outlet,bus,Bus,≈10-15 min from Spalding Railway Station / Bus Station (estimated),≈£2-4 single (estimated),Official page says Springfields is a short distance from Spalding Bus Station and has an on-site bus stop; check the bus operator timetable before travelling.,active,2
springfields-outlet-train-bus,springfields-outlet,train,"Train via Spalding, then bus/taxi",≈10-15 min onward bus/taxi from Spalding Railway Station (estimated),Check official rail timetable; onward bus ≈£2-4 single (estimated),Official page says Springfields is a short distance from Spalding Railway Station; use National Rail for train times and the bus operator for onward services.,active,3
springfields-outlet-foot-cycle,springfields-outlet,walking,Foot / Cycle,≈20-30 min walk or ≈5-10 min cycle from Spalding town centre / station (estimated),Free,Official page says Springfields is a short distance from Spalding Town Centre and provides bike racks by the Main Car Park and Camel Gate.,active,4
springfields-airport,springfields-outlet,airport,East Midlands or Stansted airports by road/rail,≈80-110 min by car from East Midlands or Stansted airports (estimated),"Confirm airport rail, coach, taxi or rental-car fare","Use official airport ground transport to rail connections for Spalding, then local bus/taxi to Springfields; no dedicated airport shuttle is published.",active,5
the-boulevard-banbridge-car-parking,the-boulevard-banbridge,car,Car / Parking,≈30-40 min from Belfast; ≈80-100 min from Dublin (estimated),Free parking,"Official getting-here page lists A1 Belfast to Dublin road access and over 1,300 free car and coach parking spaces with parent-and-child and disabled spaces.",active,1
the-boulevard-banbridge-train-bus-taxi,the-boulevard-banbridge,train,"Train to nearby station, then bus/taxi","≈25-40 min train from Belfast to Lisburn/Portadown, plus ≈20-35 min onward bus/taxi (estimated)",Check official timetable,"Official page lists Belfast-Dublin and Belfast-Portadown rail services, with closest stations Lisburn, Portadown, Lurgan, Moira and Newry; use Translink for current rail and onward connections.",active,2
the-boulevard-banbridge-dedicated-bus-public-transport,the-boulevard-banbridge,bus,Dedicated Bus / Public Transport,≈45-70 min from Belfast Europa / Great Victoria Street to Banbridge Outlet Park (estimated),Check official timetable,"Official page says to use Translink and select 'Banbridge, Outlet Park (The Boulevard)' as the destination, and also links Bus Éireann for Republic of Ireland journeys.",active,3
banbridge-airport,the-boulevard-banbridge,airport,Belfast airports via road or bus connection,≈30-45 min by car from Belfast International or Belfast City Airport (estimated),"Confirm airport bus, taxi or transfer fare","Use official Belfast airport ground transport to Belfast, then coach/bus or road transfer toward Banbridge; no dedicated airport shuttle is published.",active,4
bridgend-designer-outlet-car-parking,bridgend-designer-outlet,car,Car / Parking,30 minutes from Cardiff and Swansea,Free parking,"Official McArthurGlen pages list access at M4 Junction 36, 30 minutes from Cardiff and Swansea, EV charging and free parking with no time limits.",active,1
bridgend-designer-outlet-train-bus,bridgend-designer-outlet,train,"Train via Bridgend, then bus",15-minute bus ride from Bridgend station,Check official rail timetable; onward bus ≈£2-3 single (estimated),Official McArthurGlen travel guide says Bridgend train station is a 15-minute bus ride from the outlet; check rail and local bus operators before travelling.,active,2
bridgend-designer-outlet-bus,bridgend-designer-outlet,bus,Local Bus,15 minutes from Bridgend station,≈£2-3 single (estimated),"Official McArthurGlen travel guide lists onward bus access from Bridgend train station; use the local bus operator for current routes, times and fares.",active,3
bridgend-designer-outlet-airport-access,bridgend-designer-outlet,airport,Airport Access,≈30-45 min from Cardiff Airport by car/taxi (estimated),≈£45-70 taxi (estimated),Official information references Cardiff International Airport road access; confirm current fares and availability with your chosen airport transfer provider.,active,4
east-midlands-designer-outlet-car-parking,east-midlands-designer-outlet,car,Car / Parking,≈5 min from M1 Junction 28; ≈20-35 min from Nottingham/Derby/Chesterfield by car (estimated),Free parking,"Official Frasers Plus East Midlands address is Mansfield Road, South Normanton DE55 2JW; official visitor information lists car access, free parking and EV charging.",active,1
east-midlands-designer-outlet-bus,east-midlands-designer-outlet,bus,Bus,Less than 15 min from Alfreton station on the nines; ≈60-90 min from Nottingham with connections (estimated),≈£2-7 single/day ticket (estimated),Official centre and Trent Barton information list bus access to East Midlands Designer Outlet; Trent Barton lists the nines serving East Midlands Designer Outlet South.,active,2
east-midlands-designer-outlet-train-bus,east-midlands-designer-outlet,train,"Train via Alfreton, then bus",Less than 15 min onward bus from Alfreton station; rail time varies by origin,Check official rail timetable; onward bus ≈£2-4 single (estimated),Official transport information lists rail access via local stations with onward bus; Trent Barton says passengers can connect at Alfreton with the nines to East Midlands Designer Outlet.,active,3
east-midlands-airport,east-midlands-designer-outlet,airport,East Midlands Airport by road or regional bus/taxi,≈25-40 min by car from East Midlands Airport (estimated),"Confirm airport bus, taxi or rental-car fare",Use official East Midlands Airport ground transport and regional bus/taxi connections toward South Normanton; no dedicated airport shuttle is published.,active,4
swindon-designer-outlet-car-parking,swindon-designer-outlet,car,Car / Parking,≈10-20 min from M4 Junction 16 (estimated),Free 15 min; £2.50 for first 5 hours; £12 longer; free with £100+ spend,"Official Designer Outlet Swindon page lists Kemble Drive SN2 2DY, access just off M4 Junction 16, parking open 05:00-23:00 and validated free parking when spending £100+ on site.",active,1
swindon-designer-outlet-train,swindon-designer-outlet,train,Train via Swindon,15 minutes walk from Swindon station,Check official rail fare,Official Designer Outlet Swindon page says the outlet is a 15-minute walk from Swindon train station and the town centre; follow the street markings.,active,2
swindon-designer-outlet-bus,swindon-designer-outlet,bus,Bus,≈5-15 min from Swindon town centre / bus station (estimated),≈£2-4 single (estimated),Official Designer Outlet Swindon page lists public transport access; use the current Swindon bus timetable for live routes and fares.,active,3
swindon-designer-outlet-foot-cycle,swindon-designer-outlet,walking,Foot / Cycle,15 minutes walk from Swindon station and town centre,Free,"Official Designer Outlet Swindon page says the outlet is a 15-minute walk from Swindon train station and the town centre, with cycle parking in the North A Car Park.",active,4
swindon-airport,swindon-designer-outlet,airport,Heathrow or Bristol airports by road/rail,≈60-75 min by car from Heathrow or Bristol airports (estimated),"Confirm airport coach, rail, taxi or rental-car fare","Use official airport coach/rail links to Swindon station, then local bus/walk/taxi to the outlet; no dedicated airport shuttle is published.",active,5
west-midlands-designer-outlet-car-parking,west-midlands-designer-outlet,car,Car / Parking,30 minutes from Birmingham City Centre,Free parking,"Official McArthurGlen directions list Eastern Way, Cannock WS11 7JZ, car access, free parking and a 30-minute drive from Birmingham City Centre.",active,1
west-midlands-designer-outlet-electric-charge-points,west-midlands-designer-outlet,car,Electric Charge Points,On site,Confirm with provider,Official plan-your-visit page lists electric charge points; confirm live charger pricing and availability with the provider before travelling.,active,2
west-midlands-designer-outlet-train,west-midlands-designer-outlet,train,Train via Cannock,5-10 minutes walk from Cannock station; ≈50 min from Birmingham New Street (estimated),Check official rail fare,Official McArthurGlen directions list train access via Cannock; West Midlands Railway says the outlet is a 5-10 minute walk from Cannock station.,active,3
west-midlands-designer-outlet-bus,west-midlands-designer-outlet,bus,Bus,On-site stops; Cannock Bus Station 9 minutes walk,≈£2-4 single (estimated),"Official McArthurGlen directions list bus access; Transport for West Midlands lists routes X51, 60, 60A, 23, 25 and 26 serving outlet or nearby stops.",active,4
west-midlands-designer-outlet-coach-group-bookings,west-midlands-designer-outlet,bus,Coach / Group Bookings,Confirm with provider,Confirm with provider,"Official plan-your-visit page lists coach and group bookings; confirm trip timings, drop-off and group rates with the centre or coach provider.",active,5
west-midlands-airport,west-midlands-designer-outlet,airport,Birmingham Airport via rail/road,≈35-50 min by car from Birmingham Airport; rail via Birmingham/Cannock check official timetable,Check official rail fare or airport taxi/transfer fare,"Use official Birmingham Airport rail access to Birmingham International, then rail/bus via Birmingham and Cannock or a road transfer; no dedicated airport shuttle is published.",active,6
icon-outlet-at-the-o2-tube,icon-outlet-at-the-o2,train,Tube via North Greenwich,≈15-25 min from central London Jubilee line origins (estimated),Check official TfL fare,Official The O2 and outlet pages list North Greenwich on the Jubilee line for access to Outlet Shopping at The O2; use TfL for live service and fares.,active,1
icon-outlet-at-the-o2-bus,icon-outlet-at-the-o2,bus,Bus,Check official TfL timetable,£1.75 adult bus fare,Official The O2 travel information lists bus access to North Greenwich; check current TfL timetables and service status before travelling.,active,2
icon-outlet-at-the-o2-car-parking,icon-outlet-at-the-o2,car,Car / Parking,≈20-45 min from central London (estimated),4 hours free with £35+ outlet spend validation; otherwise confirm with provider,"Official Outlet Shopping at The O2 page lists SE10 0DX, Car Parks 2, 3 or 4, over 2,000 spaces and a four-hour free parking offer when eligible spend is validated.",active,3
icon-outlet-at-the-o2-boat,icon-outlet-at-the-o2,ferry,Boat via North Greenwich Pier,North Greenwich Pier is 5 minutes from main entrance; boats every 10-20 minutes,Check official boat fare,"Official The O2 and Uber Boat pages list river access via North Greenwich Pier, a 5-minute walk from the main entrance, with services every 10-20 minutes.",active,4
icon-outlet-at-the-o2-airport-access,icon-outlet-at-the-o2,airport,Airport Access,≈45-90 min from major London airports (estimated),≈£8-15 by public transport from London airports (estimated),"Official The O2 travel page says London airports are connected via tube and rail services; plan the live route with TfL, rail and airport operators.",active,5
lakeside-village-car-parking,lakeside-village,car,Car / Parking,≈5-10 min from Doncaster town centre (estimated),Free parking,"Official Lakeside Village getting-here page links free parking and directions for car access at White Rose Way, Doncaster.",active,1
lakeside-village-bus-park-ride,lakeside-village,bus,Bus / Park & Ride,Buses approximately every 15 minutes to Doncaster town centre,≈£2-4 single (estimated),"Official getting-here page lists White Rose Way 70 Park and Ride and local bus services, with buses approximately every 15 minutes to Doncaster town centre; check Travel South Yorkshire for live details.",active,2
lakeside-village-train,lakeside-village,train,Train via Doncaster,≈15-25 min onward bus/taxi from Doncaster station (estimated),Check official rail fare; onward bus ≈£2-4 single (estimated),Official getting-here page references Doncaster town centre bus connections; use National Rail and Travel South Yorkshire for rail plus onward bus details.,active,3
lakeside-village-airport,lakeside-village,airport,Doncaster Sheffield-area airport alternatives via rail/road,"≈60-90 min by car from Leeds Bradford, East Midlands or Manchester airports (estimated)","Confirm airport rail, coach, taxi or rental-car fare","Use official airport ground transport to Doncaster rail/bus connections, then local bus/taxi to Lakeside Village; no dedicated airport shuttle is published.",active,4
london-designer-outlet-car-parking,london-designer-outlet,car,Car / Parking,≈30-60 min from central London (estimated),Non-event Red/Pink parking £2.50 for 0-1h; £6.50 for 4-5h; £28 for 12-24h,Official getting-here and FAQ pages list Wembley Park Red Car Park opposite the LDO main entrance; Wembley Park publishes non-event tariffs and notes event-day rates may differ.,active,1
london-designer-outlet-train,london-designer-outlet,train,Train via Wembley Stadium,9 minutes from London Marylebone,Check official rail fare,Official London Designer Outlet getting-here page says Wembley Stadium is the closest station and LDO is 9 minutes by train from London Marylebone.,active,2
london-designer-outlet-tube,london-designer-outlet,train,Tube via Wembley Park,12 minutes from Baker Street; 19 minutes from Bond Street,Check official TfL fare,"Official London Designer Outlet and Wembley Park pages list Wembley Park on the Jubilee and Metropolitan lines, including direct West End and City services.",active,3
london-designer-outlet-bus,london-designer-outlet,bus,Bus,≈10-30 min from nearby north-west London hubs (estimated),£1.75 adult bus fare,"Official London Designer Outlet page lists multiple bus routes serving the centre, including 18, 83, 92, 182, 206, 223, 224 and 297; check TfL before travelling.",active,4
london-designer-outlet-cycle-walking,london-designer-outlet,walking,Cycle / Walking,10 minutes walk from Wembley Park or Wembley Stadium stations,Free,Official London Designer Outlet homepage lists the centre as 10 minutes walk from Wembley Park or Wembley Stadium stations and the getting-here page lists walking and bicycle access.,active,5
london-designer-outlet-airport,london-designer-outlet,airport,Heathrow / London airports via rail or Underground,≈30-45 min by car from Heathrow; Underground/rail via central London check official timetable,Check official TfL/rail fare or airport taxi fare,Use official London airport ground transport and TfL/National Rail connections to Wembley Park or Wembley Stadium; no dedicated airport shuttle is published.,active,6
braintree-village-car,braintree-village,car,"Car to Charter Way, Chapel Hill",Check live traffic,Road costs vary; parking terms apply,"Official Braintree Village pages list the address as Charter Way, Chapel Hill, Braintree, Essex CM77 8YH and provide live traffic updates from the getting-here page.",active,1
braintree-village-parking,braintree-village,car,Free outlet shopper parking,On site,Free for up to 6 hours for outlet shoppers,"Official parking information says Braintree Village has two car parks with over 1,660 spaces, including accessible, family and coach spaces; shoppers staying over 6 hours should validate parking at Guest Services.",active,2
braintree-village-train,braintree-village,train,Train updates via National Rail,Check official National Rail timetable,Check official rail fare,The official getting-here page includes train access and links to National Rail train updates; verify the current rail route to Braintree before travel.,active,3
braintree-village-bus,braintree-village,bus,Bus updates via Stephensons of Essex,Check official bus timetable,Check official bus fare,The official getting-here page includes bus access and links to Stephensons of Essex bus times; confirm the current route and stop before travel.,active,4
las-rozas-car,las-rozas-village,car,Car / Complimentary Parking,30 min from Madrid,Free parking,"Official Las Rozas Village directions state the Village is just 30 minutes from Madrid by car, with complimentary on-site parking.",active,1
las-rozas-train,las-rozas-village,train,Cercanías Train to El Pinar de Las Rozas,25 min by train + 3 km taxi transfer,≈€2–5 train + taxi transfer (estimated),"Official Village directions recommend C8A, C8B or C10 from Madrid Atocha to El Pinar de Las Rozas, then a short taxi for the final 3 km; check Renfe for current times.",active,2
las-rozas-bus,las-rozas-village,bus,Bus 625 / 628 / 629 from Moncloa,about 30 min,≈€2–4 (estimated),"Official Village directions list Moncloa Exchanger bus lines 625, 628 and 629 arriving in front of Las Rozas Village; confirm the current CRTM timetable before travelling.",active,3
las-rozas-taxi,las-rozas-village,taxi,Taxi / Ride-hailing from Central Madrid,30–40 min,roughly €35,Official Village directions state taxis from central Madrid take approximately 30 to 40 minutes and cost roughly €35; check the fare before travelling.,active,4
las-rozas-airport,las-rozas-village,airport,Madrid Airport via Madrid public transport or road transfer,≈30-45 min by car from Madrid Airport; metro/train/bus via Madrid check official timetable,Confirm CRTM/Renfe fare or airport taxi/transfer fare,"Use official Madrid Airport transport into Madrid for bus 625/628/629 or Cercanías connections, or arrange a taxi/transfer; no dedicated airport-to-village shuttle is published.",active,5
malaga-car,designer-outlet-malaga,car,Car / Free Parking,5 min from airport / 15 min from Málaga city centre / 35 min from Marbella,Free parking,"Official centre directions state the outlet is a 5-minute car journey from Málaga Airport, 15 minutes from Málaga city centre and 35 minutes from Marbella; parking is free with no time limit.",active,1
malaga-airport,designer-outlet-malaga,train,Airport Train Access,one stop from airport,€1.80,Official centre directions state the on-site train links Málaga Airport to the centre in one stop; Renfe Cercanías Málaga single tickets for zones 1/2 are €1.80.,active,2
malaga-train,designer-outlet-malaga,train,RENFE Cercanías C1 to Plaza Mayor,≈10–15 min from Málaga centre (estimated),€1.80,"Official services list RENFE Cercanías C1 to Plaza Mayor station, next to Designer Outlet Málaga; Renfe lists Málaga Centro, Málaga-María Zambrano, Aeropuerto and Plaza Mayor on line C1.",active,3
malaga-bus,designer-outlet-malaga,bus,EMT Málaga Line 5 to Plaza Mayor,≈35–50 min (estimated),≈€1.40–2 (estimated),Official services list Line 5 towards Plaza Mayor and stop #2267/Plaza Mayor beside the centre; confirm current EMT Málaga times before travelling.,active,4
malaga-airport-access,designer-outlet-malaga,airport,Málaga Airport one-stop train or road access,One Cercanías stop from Málaga Airport; 5 min by car,€1.80 train fare; taxi/transfer varies,Official centre directions list Málaga Airport one stop away by RENFE Cercanías C1 and about five minutes by car; confirm current Renfe times before travel.,active,5
viladecans-car,viladecans-the-style-outlets,car,Car to Ctra. de la Vila,≈10-15 min from Barcelona-El Prat Airport or central Barcelona depending on traffic,"Fuel, tolls and provider costs vary","Use the official Viladecans The Style Outlets directions to Ctra. de la Vila 90, Viladecans; check traffic before departure.",active,1
viladecans-parking,viladecans-the-style-outlets,car,Centre parking,On site,Check official parking page,The centre publishes an official parking page; follow on-site signs and confirm current parking rules before travel.,active,2
